Company_name,website,location
SuperSeton,http://superseton.com/,Amsterdam Netherlands (HQ)
SkinBreeze,http://www.skinbreeze.nl/,"Oirsbeek Netherlands (HQ), Netherlands"
MLA Diagnostics BV,https://mladx.com/,"Maastricht Netherlands (HQ), Frome United Kingdom"
MindAffect,http://mindaffect.nl/,Nijmegen Netherlands (HQ)
Meds²Go,http://meds2go.nl/,The Hague Netherlands (HQ)
Kaminari Medical B.V.,http://www.kaminarimedical.com/,Rotterdam Netherlands (HQ)
I-Med Technology,https://www.i-medtech.nl/,Maastricht Netherlands (HQ)
FreeSense Solutions,http://www.freesense-solutions.com/,Eindhoven Netherlands (HQ)
Crescent tech,https://crscnt.tech/team,Delft Netherlands (HQ)
CardiacBooster,https://cardiacbooster.com/,Nijmegen Netherlands (HQ & founding location)
Elestor,http://www.elestor.nl/,Arnhem Netherlands (HQ)
XXS Amsterdam,https://www.xxs.amsterdam/,Amsterdam Netherlands (HQ)
4Silence,http://www.4silence.com/,Enschede Netherlands (HQ)
Focus B.V.,http://getfocus.eu/,Rotterdam Netherlands (HQ)
Captain AI,https://www.captainai.com/,Waalhaven Netherlands (HQ)
Lemons - Rik Heijmen,http://www.getlemons.com/,Amsterdam Netherlands (HQ)
Genmab,http://genmab.com/,"Copenhagen Denmark (HQ), New Jersey United States, Utrecht Netherlands, Minato City Japan"
Morphotonics,https://www.morphotonics.com/,Veldhoven Netherlands (HQ)
Healthplus.ai,http://healthplus.ai/,"Amsterdam Netherlands (HQ), Amsterdam Netherlands"
Wellsun,http://www.wellsun.nl/,Delft Netherlands (HQ)
Capte,https://capte.co/,"Amsterdam Netherlands (HQ), Paris France, Amsterdam Netherlands"
Harver,https://harver.com/,"New York United States (HQ), Amsterdam Netherlands (founding location)"
Vakanties.nl,https://www.vakanties.nl/,Rotterdam Netherlands (HQ)
EZfactory,https://ezfactory.nl/,"Amsterdam Netherlands (HQ), Eindhoven Netherlands (founding location)"
NA KD,https://na-kd.com/,"Gothenburg Sweden (HQ & founding location), Canada, Amsterdam Netherlands"
Payconiq,https://www.payconiq.com/,"Luxembourg Luxembourg (HQ & founding location), Amsterdam Netherlands, Belgium"
Airchip,http://www.airchip.co/,Amsterdam Netherlands (HQ)
reverb,http://www.reverb.com/,"Chicago United States (HQ), Amsterdam Netherlands"
5miles B.V,http://www.5miles.nl/,Amsterdam Netherlands (HQ)
Dashmote,http://dashmote.com/,"Amsterdam Netherlands (HQ), New York United States, Vienna Austria, Shanghai Shi China"
Happyprinting,https://www.happyprinting.nl/,Utrecht Netherlands (HQ)
24i Media,http://www.24i.com/,Amsterdam Netherlands (HQ)
Jexia,https://jexia.com/,Amsterdam Netherlands (HQ)
Talmundo,http://talmundo.com/,The Hague Netherlands (HQ)
Synthon,http://www.synthon.com/,Nijmegen Netherlands (HQ)
Ola,http://olacabs.com/,"Bengaluru India (HQ), Amsterdam Netherlands"
Knowork,http://knowork.co/,Amsterdam Netherlands (HQ)
malengo,http://malengo.nl/,Groningen Netherlands (HQ)
2daysmood,https://2daysmood.com/en/,Utrecht Netherlands (HQ)
Magnet.me,https://magnet.me/,Rotterdam Netherlands (HQ)
Dott,https://ridedott.com/,Amsterdam Netherlands (HQ)
Reducept,http://www.reducept.com/,Leeuwarden Netherlands (HQ & founding location)
Bohemian birds,http://bohemianbirds.com/,Amsterdam Netherlands (HQ)
Nori Health,https://norihealth.com/,"Amsterdam Netherlands (HQ), Breukelen Netherlands (founding location)"
Milton Medical Innovations,https://www.miltonmedical.eu/,Den Haag Netherlands (HQ)
Naïf,https://naifcare.com/,The Hague Netherlands (HQ)
Skoon Energy,http://skoon.world/,Rotterdam Netherlands (HQ)
VitalFlap,https://timsolutions.nl/,Groningen Netherlands (HQ)
SensYnc,http://www.sensync.tech/,Rotterdam Netherlands (HQ)
Scope Biosciences,https://www.scopebio.com/,Wageningen Netherlands (HQ)
Luuno,https://www.luuno.nl/,Delft Netherlands (HQ)
DeepTrial,https://www.deeptrial.co/,Amsterdam Netherlands (HQ)
ARize Group,https://arize.io/,Zoetermeer Netherlands (HQ)
AmberScript,https://www.amberscript.com/,Amsterdam Netherlands (HQ)
BeSure Healthcare B.V.,https://besure.online/,The Hague Netherlands (HQ)
SOLHO,http://www.solho.eu/,"Delft Netherlands (HQ), Delft Netherlands"
Rezzonation,https://www.rezzonation.com/,Weert Netherlands (HQ)
BULB Japan,http://bulbcorp.jp/,Amstelveen Netherlands (HQ)
Cool Blue,http://www.coolblue.nl/,"Rotterdam Netherlands (HQ), Rotterdam Netherlands, Antwerp Belgium, Eindhoven Netherlands, Groningen Netherlands"
FINT,http://www.fintab.se/,Leiden Netherlands (HQ)
Join,https://join.marketing/,Haarlem Netherlands (HQ)
Vitestro,https://vitestro.com/,Utrecht Netherlands (HQ)
Simacan,https://www.simacan.com/,Amersfoort Netherlands (HQ)
ETC Solar,http://etc-solar.com/,Rotterdam Netherlands (HQ)
Applied Nanolayers,https://www.appliednanolayers.com/,The Hague Netherlands (HQ)
SmART Scientific Solutions B.V.,http://smartscientific.nl/,Maastricht Netherlands (HQ)
Lionix International B.V.,http://lionix-int.com/,Enschede Netherlands (HQ)
ReCheck,https://recheck.io/,Geleen Netherlands (HQ)
Avantium Technologies,http://www.avantium.com/,"Apeldoorn Netherlands (HQ), Amsterdam Netherlands"
Photanol,http://photanol.com/,Amsterdam Netherlands (HQ)
Delmic,http://www.delmic.com/,Delft Netherlands (HQ)
Frame Cancer Therapeutics,http://www.frametherapeutics.com/,Amsterdam Netherlands (HQ)
Close,https://thecloseapp.com/,Amsterdam Netherlands (HQ)
RocketDNA,http://www.rocketdna.com/,Amsterdam Netherlands (HQ)
Questpair,https://questpair.com/,Veghel Netherlands (HQ)
We4Sea,http://we4sea.com/,Delft Netherlands (HQ)
Ubiqu,https://ubiqu.com/,Delft Netherlands (HQ)
Biotrack,http://www.biotrack.nl/,Leeuwarden Netherlands (HQ)
NewFoss,http://www.newfoss.com/,Uden Netherlands (HQ)
Neurolytics,https://neurolytics.ai/,"Utrecht Netherlands (HQ), Utrecht Netherlands (founding location)"
The Great Bubble Barrier,https://thegreatbubblebarrier.com/en/,Amsterdam Netherlands (HQ)
Pharmeon,https://pharmeon.nl/,Amsterdam Netherlands (HQ)
Creative Group,http://cg.nl/,"Amsterdam Netherlands (HQ), Nijmegen Netherlands"
Mud Jeans,https://mudjeans.eu/,Laren Netherlands (HQ)
FuelUp,https://fuelup.co/,Amsterdam Netherlands (HQ)
Saar aan Huis,https://www.saaraanhuis.nl/,Haarlem Netherlands (HQ)
Amsterdam Scientific Instruments,http://www.amscins.com/,Amsterdam Netherlands (HQ)
Taxi2Airport,http://www.taxi2airport.com/,Amsterdam Netherlands (HQ)
HelloMaaS- Marketing as a Service,https://www.hellomaas.com/,Amsterdam Netherlands (HQ)
GRASSA,http://grassa.nl/,"Venlo Netherlands (HQ), De Punt Netherlands"
ValueBlue,https://www.valueblue.nl/,Utrecht Netherlands (HQ)
Declaree,http://www.declaree.com/,Rotterdam Netherlands (HQ)
Woov,http://woov.com/,Amsterdam Netherlands (HQ)
Avi Networks,http://avinetworks.com/,"Santa Clara United States (HQ), Amsterdam Netherlands, New York United States, London United Kingdom, Regensburg Germany, Dubai United Arab Emirates, Bengaluru India"
bouw7,http://www.bouw7.nl/,Dokkum Netherlands (HQ)
TWNKLS,http://twnkls.com/,Rotterdam Netherlands (HQ)
Mobiquity,http://mobiquityinc.com/,"Amsterdam Netherlands (HQ), Seattle United States, San Francisco United States, Gainesville United States, Wayne United States, New York United States, Boston United Kingdom, Ahmedabad India, Pune India"
BUX,http://getbux.com/,"Amsterdam Netherlands (HQ), London United Kingdom"
TransIP (Team.blue),https://www.transip.nl/,Leiden Netherlands (HQ)
Combell Group (Team.blue),http://www.combell.com/,"Amsterdam Netherlands (HQ), Ghent United States, Gent Belgium"
Maxwell,https://maxwell.ai/,Amsterdam Netherlands (HQ)
DoubleDutch,http://doubledutch.me/,"San Francisco United States (HQ), Amsterdam Netherlands, London United Kingdom, Phoenix United States, Hong Kong"
Maxxton,https://www.maxxton.com/en/,Middelburg Netherlands (HQ)
Doculayer.ai,https://www.doculayer.com/,The Hague Netherlands (HQ)
Owlin,http://owlin.com/,Amsterdam Netherlands (HQ)
Office App,http://www.getofficeapp.com/,Amsterdam Netherlands (HQ)
Peerby,http://peerby.com/,"Amsterdam Netherlands (HQ), Gent Belgium"
Advantis Medical Imaging,https://advantis.io/,"Eindhoven Netherlands (HQ), Decentralized Administration of Attica Greece (founding location)"
EDIA,https://www.edia.nl/,Amsterdam Netherlands (HQ)
On Sight,https://onsight-med.com/,Enschede Netherlands (HQ)
The AcadeMe,http://www.the-academe.com/,Amsterdam Netherlands (HQ)
GenDx,http://www.gendx.com/,Utrecht Netherlands (HQ)
InsureVite,https://insurevite.com/,"Singapore Singapore (HQ), Heerlen Netherlands"
Leapfunder,http://leapfunder.com/,Amsterdam Netherlands (HQ)
Sense Health B.V.,http://sense-health.com/,Rotterdam Netherlands (HQ)
LiteVax,https://www.litevax.com/,Ophemert Netherlands (HQ)
20Med Therapeutics,http://20medtherapeutics.com/,Enschede Netherlands (HQ)
Digi Bio,http://digi.bio/,Amsterdam Netherlands (HQ)
I4Things,https://www.i4things.eu/,Roermond Netherlands (HQ)
Tranzer,https://tranzer.com/,Amersfoort Netherlands (HQ)
MindMate,http://www.mindmate.nl/,Almen Netherlands (HQ)
SALDtech,https://www.saldtech.com/,Eindhoven Netherlands (HQ)
STOX Energy Socks,https://stoxenergy.com/,Amsterdam Netherlands (HQ)
DAB,http://delftab.com/,Delft Netherlands (HQ)
Webscale,https://www.webscale.nl/,"Tilburg Netherlands (HQ), Netherlands"
RestaurantKaart,https://www.restaurantkaart.nl/,Amsterdam Netherlands (HQ)
Tykn,https://tykn.tech/,The Hague Netherlands (HQ)
Ekomenu Food for Health,https://www.ekomenu.nl/,Amsterdam Netherlands (HQ)
CarePay International,http://www.carepay.co.ke/,"Nairobi Kenya (HQ), Amsterdam Netherlands (founding location)"
Vamp.io,https://vamp.io/,Amsterdam Netherlands (HQ)
Iwriter,https://www.iwriter365.com/en/,Eindhoven Netherlands (HQ)
Uber,https://www.uber.com/,"San Francisco United States (HQ), London United Kingdom, Amsterdam Netherlands"
SecureLink,http://securelink.be/,"Sliedrecht Netherlands (HQ), Wommelgem Belgium"
Flex-Appeal,https://www.flex-appeal.nl/,Rotterdam Netherlands (HQ)
30MHz,http://www.30mhz.com/,Amsterdam Netherlands (HQ)
Secondfloor,https://www.secondfloor.com/,Amsterdam Netherlands (HQ)
Invert Robotics,http://invertrobotics.com/,"Christchurch New Zealand (HQ), Breda Netherlands"
LeQuest,https://www.lequest.nl/en/,Rotterdam Netherlands (HQ)
Hy2care,https://www.hy2care.com/,Enschede Netherlands (HQ)
Talk360,https://www.talk360.com/,"Amersfoort Netherlands (HQ), Leusden Netherlands, Lagos Nigeria, New Delhi India, Johannesburg South Africa"
De Woonpas,https://dewoonpas.nl/,Naarden Netherlands (HQ)
Urbandine,https://urbandine.nl/,The Hague Netherlands (HQ)
Sensfix,http://sensfix.com/,Amsterdam Netherlands (HQ)
Mr. Chadd,http://www.mrchadd.nl/,Groningen Netherlands (HQ)
KeyValley B.V.,http://keyvalley.nl/,"Rotterdam Netherlands (HQ), Netherlands"
Massence Music Group Holding BV,https://massence.com/,"Amsterdam Netherlands (HQ), Sint-Agatha-Berchem Belgium"
Goodr,https://www.wearegoodr.com/,Groningen Netherlands (HQ)
Allero Therapeutics,https://www.allerotherapeutics.com/,Rotterdam Netherlands (HQ)
Weavr,http://weavr.ai/,"Haarlem Netherlands (HQ), Anguilla"
Secusoft,http://www.secusoft.cc/,Oldambt Netherlands (HQ)
KITE Robotics,http://www.kiterobotics.com/,Enschede Netherlands (HQ)
2m Engineering,http://www.2mel.nl/,Valkenswaard Netherlands (HQ)
Thirona,https://thirona.eu/,Nijmegen Netherlands (HQ)
G-Therapeutics BV,http://gtherapeutics.com/,Eindhoven Netherlands (HQ)
Utelly,http://utelly.com/,"London United Kingdom (HQ), Amsterdam Netherlands"
Holler.live,https://business.holler.live/,Amsterdam Netherlands (HQ)
Magic Sandbox,http://magicsandbox.com/,"Amsterdam Netherlands (HQ), London United Kingdom (founding location)"
Ceradis,http://www.ceradis.com/,Wageningen Netherlands (HQ)
DebitRoom,https://debitroom.com/,Nieuwkuijk Netherlands (HQ)
Zipline,http://www.flyzipline.com/,"San Francisco United States (HQ), Amsterdam Netherlands"
Rainmaker,http://www.rainmakerww.com/,"Peterborough Canada (HQ), Rotterdam Netherlands"
Plantics,http://plantics.nl/,Amsterdam Netherlands (HQ)
VitalFluid,http://www.vitalfluid.nl/,Veldhoven Netherlands (HQ)
AskNicely,http://asknicely.com/,"Portland United States (HQ), Auckland New Zealand (founding location), Amsterdam Netherlands"
MedApp,https://medapp.nu/?utm_source=techleap,Eindhoven Netherlands (HQ)
Helloprint,http://www.helloprint.com/,Rotterdam Netherlands (HQ)
Audio Network,http://audionetwork.com/,"London United Kingdom (HQ), New York United States, Amsterdam Netherlands, Paris France, Munich Germany, New South Wales Australia"
Dyrekassen,https://www.dyrekassen.no/,"Bergen Norway (HQ), Bergen Netherlands"
The Next Closet,https://www.thenextcloset.com/,Amsterdam Netherlands (HQ)
Ohpen,http://www.ohpen.com/,Amsterdam Netherlands (HQ)
Zoom Video Communications,http://zoom.us/,"San Jose United States (HQ & founding location), Amsterdam Netherlands, Santa Barbara United States, Denver United States, Overland Park United States, Alpharetta United States, London United Kingdom, Paris France, Singapore, Tokyo Japan, New South Wales Australia, London United Kingdom"
Heal2Go,https://www.heal2go.com/,Amsterdam Netherlands (HQ & founding location)
Faktor,https://faktor.io/,Amsterdam Netherlands (HQ)
Degree-n,https://www.degree-n.com/,Hilversum Netherlands (HQ)
Contexta360,https://contexta360.com/,Amsterdam Netherlands (HQ)
TradeWeb Markets,http://tradeweb.com/,"New York United States (HQ), Chuo City Japan, Hong Kong Island Hong Kong, Shanghai Shi China, Singapore Singapore, Amsterdam Netherlands, London United Kingdom, New York United States, Jersey City United States"
G-company,https://g.company/,Utrecht Netherlands (HQ)
ClusterVision,http://clustervision.com/,Schiphol-Rijk Netherlands (HQ)
Aiconic,https://www.aiconic.com/,Amsterdam Netherlands (HQ)
Honeypot,http://www.honeypot.io/,"Berlin Germany (HQ), Amsterdam Netherlands"
ENCAPSON,http://encapson.eu/,Enschede Netherlands (HQ)
Joulz,https://joulz.nl/,Rotterdam Netherlands (HQ & founding location)
DELTA NV,https://www.delta.nl/,Netherlands (HQ)
Plinkr,https://plinkr.nl/,"Eindhoven Netherlands (HQ), Eindhoven Netherlands"
Nibblr,https://www.nibblr-app.com/,Utrecht Netherlands (HQ)
FlyBySpace.com,http://flybyspace.com/,Alphen aan den Rijn Netherlands (HQ)
SEOshop,https://www.lightspeedhq.com/,Amsterdam Netherlands (HQ)
Deeptrace,https://www.deeptracelabs.com/,"Amsterdam Netherlands (HQ), Amsterdam Netherlands"
PESCHECK®,https://www.pescheck.io/,Enschede Netherlands (HQ)
Yourchoice,https://yourchoicetx.com/,Amsterdam Netherlands (HQ)
Conpend,https://www.conpend.com/,Amsterdam Netherlands (HQ)
Monart,http://monart.art/,s-Hertogenbosch Netherlands (HQ)
Synerkine Pharma,https://www.synerkinepharma.com/,Utrecht Netherlands (HQ)
Excitus As,http://www.excitus.no/,Capelle aan Den IJssel Netherlands (HQ)
Rabbit-Eyes,http://www.rabbit-eyes.com/,Schiedam Netherlands (HQ)
The Drone Bird,http://clearflightsolutions.com/,Enschede Netherlands (HQ)
Qlayers,https://www.qlayers.com/,Delft Netherlands (HQ)
Qualinx,http://www.qualinx.nl/,Delft Netherlands (HQ)
Cyclomics Bv,http://www.cyclomics.com/,Utrecht Netherlands (HQ)
GreenFood50,http://www.greenfood50.com/,Wageningen Netherlands (HQ)
Spectral Industries Bv,http://www.spectralindustries.com/,Delft Netherlands (HQ)
VSPARTICLE,http://www.vsparticle.com/,Delft Netherlands (HQ)
Bufferblock,http://www.bufferblock.eu/,Rotterdam Netherlands (HQ)
BrainCreators,http://www.braincreators.com/,Amsterdam Netherlands (HQ & founding location)
CytoSMART,https://www.cytosmart.com/,Eindhoven Netherlands (HQ)
Lightspeed,https://www.lightspeedhq.com/,"Montreal Canada (HQ), Amsterdam Netherlands"
ezCompany,https://www.ezcompany.nl/,"Tilburg Netherlands (HQ), Breda Netherlands, Gorinchem Netherlands, Utrecht Netherlands"
Q-Park,http://www.q-park.nl/,Maastricht Netherlands (HQ)
StreamOne B.V.,http://streamone.tv/,Utrecht Netherlands (HQ)
2GetThere,http://2getthere.eu/,Utrecht Netherlands (HQ)
Go Lemon,https://www.go-lemon.nl/,Laren Netherlands (HQ & founding location)
Evolv Technologies,https://www.evolv.ai/,"San Francisco United States (HQ), Amsterdam Netherlands"
Meltwater,http://www.meltwater.com/,"San Francisco United States (HQ), Oslo Norway, Amsterdam Netherlands"
OK,https://www.okit.com/,Amsterdam Netherlands (HQ)
Senfal,https://senfal.com/,Utrecht Netherlands (HQ)
Airsquire,https://www.airsquire.ai/,"Amsterdam Netherlands (HQ & founding location), Singapore"
Braingineers,http://braingineers.com/,Amsterdam Netherlands (HQ)
WorldPay,http://www.worldpay.com/,"London United Kingdom (HQ & founding location), Amsterdam Netherlands, Cambridge United Kingdom"
Forsee Power,https://www.forseepower.com/en,"Paris France (HQ), Ligota Piękna Poland, Chasseneuil-du-Poitou France, Mississauga Canada, Alkmaar Netherlands"
Sketch,https://www.sketch.com/,Scheveningen Netherlands (HQ)
Solar Monkey,http://www.solarmonkey.nl/,The Hague Netherlands (HQ)
I AM POP,https://www.iampop.com/,Amsterdam Netherlands (HQ)
Finturi,https://finturi.com/,The Hague Netherlands (HQ & founding location)
Bloomon,http://www.bloomon.nl/,Amsterdam Netherlands (HQ)
Usabilla,https://usabilla.com/,Amsterdam Netherlands (HQ)
The Next Web,http://thenextweb.com/,Amsterdam Netherlands (HQ)
Withlocals,http://www.withlocals.com/,Eindhoven Netherlands (HQ)
Dropper,https://www.dropper.nl/,Groningen Netherlands (HQ)
Qualizorg,https://qualizorg.nl/,Deventer Netherlands (HQ)
GetSocial,https://www.getsocial.im/,"The Hague Netherlands (HQ), The Hague Netherlands"
Live On Demand,http://www.liveondemand.com/,Amsterdam Netherlands (HQ)
Cytura Therapeutics,https://www.cyturatherapeutics.com/,Oss Netherlands (HQ)
510.Ventures,https://510.ventures/,Amsterdam Netherlands (HQ)
XRPL Labs,https://xrpl-labs.com/,Amersfoort Netherlands (HQ)
Bite,http://abiteapp.com/,Beverwijk Netherlands (HQ)
Teasure,http://www.zhuyenc.com/,Almere Netherlands (HQ)
Celonis,http://celonis.com/,"Munich Germany (HQ), 's-Hertogenbosch Netherlands, New York United States"
OPNT,http://www.opnt.nl/,Amsterdam Netherlands (HQ)
VIRPP,https://virpp.com/,Amsterdam Netherlands (HQ)
LeydenJar Technologies,https://leyden-jar.com/,Leiden Netherlands (HQ)
Dawn Aerospace,https://dawnaerospace.com/,"Delft Netherlands (HQ), Christchurch New Zealand"
Additive Industries,https://www.additiveindustries.com/,Eindhoven Netherlands (HQ)
Nowa,https://www.thisisnowa.com/,Amsterdam Netherlands (HQ)
Equinix,http://www.equinix.com/,"Redwood City United States (HQ), Amsterdam Netherlands"
Bodylab24,https://www.bodylab.nl/,Katwijk aan Zee Netherlands (HQ)
Truck Parking Europe,https://www.truckparkingeurope.com/,Utrecht Netherlands (HQ)
Safesize,http://www.safesize.com/,Almere Netherlands (HQ)
Petbnb.nl,https://www.petbnb.nl/,Amsterdam Netherlands (HQ)
DutchSec,https://dutchsec.com/,Utrecht Netherlands (HQ)
Calypso Biotech,https://www.calypsobiotech.com/,"Amsterdam Netherlands (HQ), Plan-les-Ouates Switzerland"
Sapreme Technologie,https://sapreme-technologies.com/,Utrecht Netherlands (HQ)
Bright River,https://www.bright-river.com/,"Haarlem Netherlands (HQ & founding location), New York United States, San Francisco United States, Dhaka Bangladesh, Chennai India"
Gearbox Innovations,http://gearboxinnovations.com/,South Holland Netherlands (HQ)
Stoov,https://www.stoov.com/,Bilthoven Netherlands (HQ)
Lobster Ink,http://lobsterink.com/,"Amsterdam Netherlands (HQ), Cape Town South Africa"
Nordsol,https://www.nordsol.com/,Bunnik Netherlands (HQ)
OneWatt,http://onewatt.eu/,Arnhem Netherlands (HQ)
LiveLoop.live,https://www.liveloop.live/,Amsterdam Netherlands (HQ)
Robot CTRL.,http://robotctrl.com/,Roermond Netherlands (HQ)
FWDPay,http://fwdpay.to/,Amsterdam Netherlands (HQ)
Bookex,http://bookex.io/en/,Amsterdam Netherlands (HQ)
STORM B.V.,http://safestorm.io/,Amsterdam Netherlands (HQ)
DeepSight AI Labs,http://www.deepsightlabs.com/,"San Francisco United States (HQ), Amsterdam Netherlands, Bengaluru India, Gurugram India"
LTO Network,https://ltonetwork.com/,"Amsterdam Netherlands (HQ), Amsterdam Netherlands"
Datenna,https://www.datenna.com/,Eindhoven Netherlands (HQ)
Computicate PSA,http://www.computicatepsa.com/,Rotterdam Netherlands (HQ)
Polariks,https://www.polariks.com/,The Hague Netherlands (HQ)
Peakz,https://www.peakz.com/,Amsterdam Netherlands (HQ)
Electric Ant Lab,https://electricant.com/,Amsterdam Netherlands (HQ)
HOLMES,https://holmes.distributit.nl/,The Hague Netherlands (HQ)
Datalytics24,https://www.datalytics24.com/,Amsterdam Netherlands (HQ)
Nestegg,https://nestegg.eu/,Heerlen Netherlands (HQ)
Green-Basilisk BV,https://www.basiliskconcrete.com/,Delft Netherlands (HQ)
Usono,http://www.usono.com/,Eindhoven Netherlands (HQ)
Rad.ad,http://rad.ad/,Noordwijk Netherlands (HQ)
9signals,http://9signals.com/,Delft Netherlands (HQ)
Mimetas,http://www.mimetas.com/,"Leiden Netherlands (HQ), Chiyoda Japan (founding location)"
Kepler Vision Technologies,https://www.keplervision.eu/,"Amsterdam Netherlands (HQ), Amsterdam Netherlands"
Sens_,http://sensorgage.com/,The Hague Netherlands (HQ & founding location)
Mon Ta,http://montabiosciences.com/,Diemen Netherlands (HQ)
Zest.golf Technologies,https://www.zest.golf/,Rotterdam Netherlands (HQ)
MAPPER Lithography,https://mapper.nl/,Delft Netherlands (HQ)
Axxerion,http://axxerion.com/,Heteren Netherlands (HQ)
Piano.io,http://www.piano.io/,"New York United States (HQ), Vienna Austria, Bratislava Slovakia, Ljubljana Slovenia, Warsaw Poland, Amsterdam Netherlands"
Ioniqa,http://www.ioniqa.com/,Eindhoven Netherlands (HQ)
ViriCiti,http://viriciti.com/,Amsterdam Netherlands (HQ)
Citus Data,http://citusdata.com/,"Haarlem Netherlands (HQ), United States"
GeoPhy,http://www.geophy.com/,"Den Haag Netherlands (HQ), London United Kingdom"
TrackTik,http://tracktik.com/,"Montreal Canada (HQ), Amsterdam Netherlands"
Webfleet Solutions (TomTom Telematics),https://www.webfleet.com/,Amsterdam Netherlands (HQ)
TaxModel,https://tax-model.com/,'s-Hertogenbosch Netherlands (HQ)
Polarsteps,https://www.polarsteps.com/,Amsterdam Netherlands (HQ)
Fitmanager,http://fitmanager.com/,Amsterdam Netherlands (HQ)
Rubrik,http://rubrik.com/,"Palo Alto United States (HQ), Utrecht Netherlands, Amsterdam Netherlands"
SRXP,https://www.srxp.com/,Amsterdam Netherlands (HQ)
Billink,http://www.billink.nl/,Rotterdam Netherlands (HQ)
SolarNow,http://solarnow.eu/,"Nijmegen Netherlands (HQ), Uganda"
Tracefy,https://www.tracefy.com/,Delft Netherlands (HQ)
Slowmill,http://www.slowmill.nl/,Rotterdam Netherlands (HQ)
LifeSense Group,http://lifesense-group.com/,Eindhoven Netherlands (HQ)
Incooling,http://www.incooling.com/,Eindhoven Netherlands (HQ)
Floading,https://www.floading.com/en/,Amersfoort Netherlands (HQ)
Super B Lithium Power,http://www.super-b.com/,Hengelo Netherlands (HQ)
Ligalli,http://www.ligalli.nl/,The Hague Netherlands (HQ)
ProcessGold,http://processgold.com/,Eindhoven Netherlands (HQ)
Digitorney Group B.V.,http://digitorney.com/,Amsterdam Netherlands (HQ)
EUROKNALLER,http://www.euroknaller.nl/,The Hague Netherlands (HQ)
Tymlez,http://www.tymlez.com/,The Hague Netherlands (HQ)
Bambi Medical,http://www.bambi-medical.com/,Eindhoven Netherlands (HQ)
Sensoterra,http://www.sensoterra.com/,Amsterdam Netherlands (HQ)
Enviu,http://www.enviu.org/,"Rotterdam Netherlands (HQ), Bengaluru India, Kericho Kenya, Rwanda"
Tiamet Technologies,http://www.tiamet3d.com/,"Rotterdam Netherlands (HQ), The Hague Netherlands"
Artemis One Health,http://artemisonehealth.com/,Delft Netherlands (HQ)
bunq,http://bunq.com/,"Amsterdam Netherlands (HQ), Spain, France"
Hero Balancer,https://www.herobalancer.com/,Amsterdam Netherlands (HQ & founding location)
CoVadem,https://www.covadem.org/,"Amsterdam Netherlands (HQ), Landsmeer Netherlands (founding location)"
Whayle,https://www.whayle.nl/,Amsterdam Netherlands (HQ)
Inkably Inc.,https://inkably.co.uk/,Amsterdam Netherlands (HQ & founding location)
IamFluidics,https://www.iamfluidics.com/,"Enschede Netherlands (HQ), Enschede Netherlands"
RapidPricer B.V.,https://www.rapidpricer.nl/,Amsterdam Netherlands (HQ)
Stokhos,https://www.stokhos.eu/,Amsterdam Netherlands (HQ)
InProcess-LSP,https://www.inprocess-lsp.com/,Oss Netherlands (HQ)
Next Generation Sensors,http://ng-sensors.com/,Geleen Netherlands (HQ)
LIQAL,http://www.liqal.com/,Breda Netherlands (HQ)
AIRSHADE,http://www.airshade.eu/,Amsterdam Netherlands (HQ)
Jobbird,http://jobbird.com/,Amsterdam Netherlands (HQ)
Cafedeco,http://cafedeco.nl/,Amstelveen Netherlands (HQ)
The Vegetarian Butcher,https://www.thevegetarianbutcher.com/,Utrecht Netherlands (HQ)
ScanMovers,https://www.scanmovers.com/,Amsterdam Netherlands (HQ)
Egress Software Technologies,http://www.egress.com/,"London United Kingdom (HQ), London United Kingdom, Boston United States, Richmond Hill Canada, Sheffield United Kingdom, Amsterdam Netherlands"
TicTag,https://tic-tag.com/,Arnhem Netherlands (HQ)
InVision,http://www.invisionapp.com/,"New York United States (HQ), Israel, Amsterdam Netherlands"
Healthy Workers,http://www.healthyworkers.nl/,Amsterdam Netherlands (HQ)
Fairphone,http://www.fairphone.com/,Amsterdam Netherlands (HQ)
Venn Life Sciences,http://vennlifesciences.com/,Breda Netherlands (HQ)
De Correspondent,https://decorrespondent.nl/,Amsterdam Netherlands (HQ)
Solease,https://www.solease.nl/,Utrecht Netherlands (HQ)
MiniBrew,https://www.minibrew.io/,"Utrecht Netherlands (HQ), Utrecht Netherlands"
Demcon,http://www.demcon.nl/,"Enschede Netherlands (HQ), Son Netherlands, Groningen Netherlands, Oldenzaal Netherlands"
I3D.net,http://www.i3d.net/,Capelle aan Den IJssel Netherlands (HQ)
Scinvivo,http://www.scinvivo.com/,Amsterdam Netherlands (HQ)
Polymaker,http://polymaker.com/,Utrecht Netherlands (HQ)
PicsToMix,https://picstomix.com/,Enschede Netherlands (HQ)
Fiorito,http://fiorito.nl/,Amsterdam Netherlands (HQ)
BridgeFund,https://www.bridgefund.nl/,Amsterdam Netherlands (HQ)
Let's Post,http://lets-post.com/,Montfoort Netherlands (HQ)
Route4Gas,https://www.route4gas.com/,"The Hague Netherlands (HQ), Mārupe Latvia (founding location)"
Picoo,http://www.picoo.com/,Eindhoven Netherlands (HQ)
GateSoft,http://www.gatesoft.nl/,Vught Netherlands (HQ)
Momo Medical,https://momomedical.com/,Delft Netherlands (HQ)
Pixyle.ai,https://pixyle.ai/,'s-Hertogenbosch Netherlands (HQ)
